"---Amasty_Shopby---", ""
"This cookie is installed by Google Analytics. They are used to collect information about how visitors use our website. We use the information to compile reports and to help us improve the website. The cookies collect information in a way that does not directly identify anyone.", "Te pliki cookie są instalowane przez Google Analytics. Służą do zbierania informacji o tym, jak odwiedzający korzystają z naszej strony internetowej. Wykorzystujemy te informacje do sporządzania raportów i pomagania nam w ulepszaniu strony internetowej. Cookies zbierają informacje w sposób, który nikogo bezpośrednio nie identyfikuje."

"---Swissup_Highlight---", ""
"Highlight Pages","Wyróżnione strony"

"---Swissup_HoverGallery---", ""
"Hover Gallery", "Obrazki hover"

"---Swissup_Hreflang---", ""

"---Swissup_Lightboxpro---", ""

"---Swissup_Navigationpro---", ""
"NavigationPro", "Menu nawigacyjne PRO"
"New Item", "Nowy element"
"Import Item", "Zaimportuj element"
"Mass Edit", "Edycja masowa"
"Menu Items", "Elementy menu"
"Modifiers", "Modyfikatory"
"Default Dropdown Settings", "Domyślne ustawienia rozwijania"
"Open Dropdown Settings", "Otwórz opcje rozwijaina"
"Default Item Settings", "Domyślne ustawienia elementu"
"Open Item Settings", "Otwórz opcje elementu"
"Custom CSS Styles", "Domyślne ustawienia styli"
"Global dropdown settings", "Globalne ustawienia rozwijania"
"Add Content", "Dodaj zawartość"
"First level dropdown settings", "Ustawienia pierwszego poziomu rozwijania"
"Second level dropdown settings", "Ustawienia drugiego poziomu rozwijania"
"Third level dropdown settings", "Ustawienia trzeciego poziomu rozwijania"
"Name as Html", "Nazwa jako HTML"

"---Swissup_Pagespeed---", ""


"---Swissup_ProLabels---", ""
"ProLabels", "Etykiety produktu PRO"
"Apply Labels","Zastosuj etykiety"
"Position", "Pozycja"
"Select Label Preset", "Wybierz wygląd etykiety"
"Load and Select", "Załaduj i wiebierz"
"Show advanced options", "Pokaż opcje zaawansowane"
"Hide advanced options", "Ukryj opcje zaawansowane"
"Check advanced options to change text, color or upload image for label", "Sprawdź zaawansowane opcje, aby zmienić tekst, kolor lub przesłać obraz do etykiety"
"Round Method", "Metoda zaokrąglania"
"Math", "Matematyczna"
"Ceil", "W górę"
"Floor", "W dół"


"---Swissup_QuantitySwitcher---", ""
"Quantity Switcher", "Przełącznik pola ilości"
"Quantity switcher type", "Typ przełącznika"
"Arrows", "Strzałki"

"---Swissup_Reviewreminder---", ""
"Review reminder email template", "Szablon rzypomnienia o recenzji"

"---Swissup_RichSnippets---", ""
"Rich Snippets","Fragmenty rozszerzone (Rich Snippets)"
"Minify structured data","Minifikacja danych strukturalnych"
"Breadcrumbs", "Breadcrumby"
"Product Structured Data","Dane strukturalne produktu"
"Product Condition Attribute","Atrybut warunku produktu"
"Organization", "Organizacja"
"Street", "Ulica"
"Social Links","Linki mediów społecznościowych"
"Structured data", "Dane strukturalne"
"Property Name", "Nazwa właściwości"
"Add snippet", "Dodaj snipet"
"Add reviews data", "Dodaj dane recenzji"
"Add availability data", "Dodaj dane o dostępności"
"Static date", "Stała data"
"Static Date", "Stała data"
"Dynamic Date", "Dynamiczna data"

"---Swissup_SeoCore---", ""
"SEO Suite", "Pakiet SEO"
"Swissup SEO Suite", "Swissup Pakiet SEO"

"---Swissup_SeoCanonical---", ""

"---Swissup_SeoCrossLinks---", ""
"CrossLinks", "Linki krzyżowe"

"---Swissup_SeoHtmlSitemap---", ""
"Sitemap Links", "Mapa linków"
"Sitemaps", "Mapy witryn"

"---Swissup_SeoImages---", ""

"---Swissup_SeoPager---", ""

"---Swissup_SeoTemplates---", ""

"---Swissup_SeoUrls---", ""

"---Swissup_SeoXmlSitemap---", ""

"---Swissup_SoldTogether---", ""
"SoldTogether", "Sprzedawane razem"
"Sold Together", "Sprzedawane razem"
"Bought Together", "Kupowane razem"
"Total price", "Cena całkowita"
"Show details", "Pokaż szczegóły"
"Frequently Bought Products", "Często kupowane produkty"
"Customers Who Bought This Item Also Bought Products", "Klienci, którzy kupili ten przedmiot, kupili również produkty"
"Add Frequently Bought Products", "Dodaj często kupowane produkty"
"Add Customers Bought Products", "Dodaj produkty kupowane przez innych klientów"
"Choose options for all selected products.", "Wybierz opcje dla wszystkich wybranych produktów"
"Products commonly purchased together with current product.", "Produkty powszechnie kupowane razem z aktualnym produktem."
"Products customer also likes to buy when interested in current one.", "Produkty Klient chętnie kupuje również, gdy jest zainteresowany aktualnym."

"---Swissup_Suggestpage---", ""
"SuggestPage", "Strona sugestii"
"Show suggestion page after adding product to cart", "Pokaż stronę sugestii po dodaniu produktu do koszyka"

"---Swissup_Testimonials---", ""
"Testimonials", "Rekomendacje sklepu"
"Submit your testimonial","Prześlij swoją opinię o nas"
"Submit Your Testimonial", "Prześlij swoją opinię o nas"
"Admin new testimonial notification", "Powiadomienie admina o nowej rekomendacji"

"---Swissup_ThemeEditor---", ""
"Themes Editor", "Edytor motywów"
"Please select theme below", "Wybierz motyw poniżej"

"---ChrisMallory_FreeShippingProgressBar---", ""
"Add <span class=""freeship-price"">%1</span> more to get <span class=""freeship-bold"">%2!</span>", "Brakuje <span class=""freeship-price"">%1</span> do <span class=""freeship-bold"">DARMOWEJ DOSTAWY!</span>"
"Your order is eligible for <span class=""freeship-bold"">%1!</span>", "Uzyskałeś/aś <span class=""freeship-bold"">DARMOWĄ DOSTAWĘ!</span>"
"Enable Free Shipping Progress Bar", "Włącz Progress Bar darmowej dostawy"
"Display a free shipping progress bar in cart to promote higher order values.", "Wyświetla progress bar darmowej dostawy w koszyku nad kwotami zamówienia."
"Use Free Shipping Method Configuration", "Użyj konfiguracji metody 'Darmowa dostawa'"
"If set to yes, the free shipping progress bar will be based on if the core free shipping method is available or not. If set to no, you can use a custom configuration using the fields that will appear below this field.", "Jeśli ustawione na tak, pasek postępu bezpłatnej wysyłki będzie oparty na tym, czy podstawowa metoda bezpłatnej wysyłki jest dostępna, czy nie. Jeśli ustawiono na nie, możesz użyć niestandardowej konfiguracji, korzystając z pól, które pojawią się poniżej tego pola."
"Free Shipping Progress Bar Minimum Order Total", "Minimalna kwota zamówienia dla Progress Bar darmowej dostawy"
"Enter the value an order has to be equal to or over to be eligible for free shipping.", "Wprowadź wartość zamówienia, która musi być równa lub większa, aby kwalifikować się do bezpłatnej wysyłki."

"---Bold_OrderComment---", ""
"Show in checkout", "Pokaż w procesie zamówienia"
"Toggle visibility of the order comments section in the checkout", "Przełącz widoczność sekcji komentarzy do zamówienia w kasie"
"Maximum length in characters", "Maksymalna liczba znaków"
"Leave empty for no limit", "Zostaw puste, jeśli bez limitu"
"Show in cart", "Pokaż w koszyku"
"Show comments in customer account", "Pokaż komentarze w panelu klienta"
"Initial collapse state on checkout page", "Początkowy stan zwijania na stronie kasy"

"---MagePsycho_ProductAttachment---", ""
"Product Attachment", "Załączniki do produktu"
"Manage Settings", "Zarządzaj ustawieniami"

"---Mageside_SubscribeAtCheckout---", ""
"Subscribe At Checkout", "Subkrypcja newslettera w kasie"

"---MagePal_CustomerAccountLinksManager---", ""
"Customer Account Links Manager", "Konfiguracja linków w panelu klienta"
"About Account Links Manager", "O Managerze Linków Klienta"
"Account Links Manager Setting", "Ustawienia linków klienta"
"Hide all selected links", "Ukryj wszystkie wybrane linki"
"Display only links selected", "Pokaż tylko zaznaczone linki"
"Dashboard Section", "Lista sekcji"

"---Magefan_Community---", ""
"Extensions &amp; Notifications", "Moduły i powiadomienia"
"Enable Extension", "Włącz rozszerzenie"

"---Magefan_Translation---", ""
"Translation", "Tłumaczenia"
"Add/Edit", "Dodaj/Edytuj"
"Add Translation", "Dodaj tłumaczenie"
"Save Translation", "Zapisz tłuamczenie"
"Delete Translation", "Usuń tłumaczenie"
"You saved the translation.", "Zapisałeś tłumaczenie."
"Original Text", "Oryginalny tekst"
"Translate Text", "Przetłumaczony tekst"
"Admin User Guide", "Podręcznik użytkownika administratora"

"---Experius_MissingTranslations---", ""
"Database / Inline", "Tłumaczenia liniowe w bazie danych"
"Database Translations", "Tłumaczenia bazodanowe"
"Translate Missing String", "Przetłumacz brakujący tekst"
"Original String", "Oryginalny tekst"
"Translated String", "Przetłumaczony tekst"
"Has a translation", "Ma tłumaczenie"
"Update Translation", "Aktualizuj tłumaczenie"
"The Locale/Language can not be changed after being set.", "Ustawienia regionalne/język nie mogą zostać zmienione po ustawieniu."
"The Store can not changed after being set.", "Sklep nie może zostać zmieniony po ustawieniu."
"The Original String can not be changed because it is used in the code/template after being set.", "Nie można zmienić oryginalnego ciągu, ponieważ jest on używany w kodzie/szablonie po ustawieniu."
"Fill in the Translation for the Original String.", "Wypełnij tłumaczenie oryginalnego ciągu."
"Edit Translation", "Edytuj tłumaczenie"

"---Magefan_ConflictDetector---", ""
"Conflict Detector", "Wykrywacz konfliktów"
"Conflict", "Konflikt"
"Rewrites", "Nadpisania"
"Original Class", "Oryginalna klasa"
"Resolved", "Rozwiązany"

"---Magefan_Cli---", ""
"Cli", "CLI"
"Command Line by Magefan", "Linia poleceń"
"Command Line Interface", "Interfejs linii poleceń"
"Most Used Magento 2 Commands", "Najczęściej używane polecenia Magento 2"
"Allowed Commands For Managers", "Dozwolone polecenia dla menedżerów"
"PHP Command", "Polecenie PHP"
"Enter Command:", "Wprowadź komendę:"
"Execute Command:", "Wykonanie komendy:"
"Most Used Commands", "Najczęściej używane komendy"

"---Magefan_Notifications---", ""
"The following Cache Type(s) are disabled: %1. <a href=""%2"">Manage Cache</a>.","Następujące typy pamięci podręcznej są wyłączone: %1. <a href=""%2"">Zarządzaj cache</a>."
"Some customer reviews are pending for approval. <a href=""%1"">Manage Reviews</a>.","Niektóre opinie klientów oczekują na zatwierdzenie. <a href=""%1"">Zarządzaj recenzjami</a>."

"---Shkoliar_GridColors---", ""
"Colors", "Kolory"
"Colorize by", "Koloruj wg"

"---MagePsycho_GoToCatalog---", ""
"Go To Catalog", "Szybkie przejście na front katalogu"
"Catalog Settings", "Ustawienia katalogu"
"Enable ""View in Store"" in Admin Product", "Włącz 'Pokaż w sklepie' w edycji produktu"
"Enable ""View in Store"" in Admin Category", "Włącz 'Pokaż w sklepie' w edycji kategorii"
"Short URL Key to Go to Product", "Krótki URL prowadzący do produktu"
"View in Store", "Pokaż w sklepie (front)"

"---RedChamps_CleanMenu---", ""
"Clean Admin Menu", "Porządkowanie menu admina"
"Developer Tools", "Narzędzia developerskie"
"Marketplace Menu Item", "Element menu: Marketplace"
"Modules in menu", "Moduły w menu"
"Tabs in configuration", "Taby w konfiguracji"
"Powered By Links", "Stopka powered by"
"Move Menu ID's", "Przenieś ID menu do rozszerzeń"

"---RedChamps_CmsDataSync---", ""
"Cms Data Sync", "Synchronizacja danych CMS"
"Sync", "Synchronizuj"
"Sync to %1", "Synchronizuj do: %1"
"Connection", "Połączenie"
"Website Name", "Nazwa strony"
"Website URL", "URL strony"

"---Extdn_ExtensionDashboard---", ""
"Extension Dashboard", "Lista zainstalowanych rozszerzeń"
"Package Name", "Nazwa pakietu"
"Latest Version", "Ostatnia wersja"
"Security Updates", "Aktualizacje bezpieczeństwa"
"No release data found in DB", "Nie znaleziono informacji o wydaniu w bazie danych"

"---MagePsycho_Easypathhints---"
"Easy Template Path Hints", "Podpowiedzi ścieżek do szablonów"
"Access Code", "Kod dostępu"
"Save in Cookie", "Zapisz w cookie"

"---Mageplaza_Core---"
"Mageplaza Extensions", "Roszerzenia Mageplaza"
"One or more Mageplaza extensions are not validated. Click <a href=""%1"">here</a> to validate them.","Co najmniej jedno rozszerzenie Mageplaza nie zostało zweryfikowane. Kliknij <a href=""%1"">tutaj</a>, aby zweryfikować."
"This extension is not actived.", "To roszerzenie nie zostało aktywowane."

"---Mageplaza_Smtp---"
"Email Logs", "Logi e-mail"
"Email Log", "Logi e-mail"
"Clear All Logs", "Wyczyść wszystkie logi"
"Recipient", "Odbiorca"

"---Bss_CustomProductAttributeExport---"
"Custom Product Attribute Export", "Export niestandardowych atrbutów produktu"
"Enable Module", "Włącz moduł"
"Product Export Column", "Kolumny do exportu produkt"
"Allowed Atrributes", "Dozwolone atrybuty"

"---MarkShust_OrderGrid---", ""
"Order Items", "Zamówione produkty"

"---Faonni_MultiFlatShipping---", ""
"Delivery Methods", "Metody dostawy"
"Flat Rate 2", "Płaska stawka 2"
"Flat Rate 3", "Płaska stawka 3"
"Flat Rate 4", "Płaska stawka 4"
"Flat Rate 5", "Płaska stawka 5"

"---Lof_All---", ""
"Landofcoder Extensions Setting", "Landofcoder"
"Manage Licenses", "Zarządzanie licencjami"

"---Lof_Faq---", ""
"Lof", "Landofcoder developer"
"Licences", "Licencje"
"Market", "Sklep"
"Add New Question", "Dodaj nowe pytanie"
"Manage Questions", "Zarządzaj pytaniami"
"Add New Category", "Dodaj nową kategorię"
"Manage Question Tags", "Zarządzaj tagami"
"Question Information", "Informacje do pytania"
"Related Questions", "Powiązane pytania"
"Question Title", "Tytuł pytania"
"Comma-separated.", "Oddzielane przecinkiem"
"Creation Time", "Czas utworzenia"
"Is Featured", "Jest wyróżnione"
"Dislike", "Nielubić"
"Question URL", "URL pytania"
"Include the block FAQ Category on Sidebar", "Dodaje do bloku kategorie FAQ w sidebarze"
"Grid Column", "Kolumny w gridzie"
"You saved the question.", "Zapisano pytanie."
"FAQ Page", "Strona FAQ"
"Question Page", "Strona pytania"
"Most FAQ", "Najczęściej zadawane pytania"
"Save Question", "Zapisz pytanie"
"Back to FAQ page", "Wróć do strony FAQ"
"Lof Faq", "FAQ"

"---Lof_SocialLogin---", ""
"Social Login", "Logowanie social media"
"Popup Effect", "Efekt popupa"\
"Style Management", "Zarządzanie stylem"
"Social Button Position", "Przyciski social media"
"Show", "Pokaż"
"Hiddend", "Ukryte"
"Reload URL", "URL przeładowania"
"Number Column on Large Desktop", "Liczba kolumn na dużym desktopie"
"Number Column on Desktop", "Liczba kolumn na desktopie"
"Number Column on Tablets", "Liczba kolumn na tablecie"
"Number Column on Phones", "Liczba kolumn na telefonie"
"Popup Layout", "Układ popupa"
"Header Link", "Klasa linków headera"
"Client ID", "ID klienta"
"Client Secret", "Tajny klucz klienta"
"Send Password To Customer", "Wyślij hasło do klienta"
"Popup Width", "Szerokośc popupa"
"Popup Height", "Wysokość popupa"
"OR", "LUB"
"Connect with", "Połącz z"
"Create An Account?", "Utworzyć konto?"

"---MagePsycho_ProductAttachment---", ""
"Attachments", "Załączniki"
"Attachment File", "Plik załącznika"
"Attachment Label", "Tytuł załącznika"
"Attachment Settings", "Ustawienia załączników"
"Product Tab Label", "Tytuł taba"
"Default Attachment Label", "Domyślna nazwa etykiety"
"Allowed File Extensions", "Dozwolone typy plików"

"---Mageplaza_Reports---", ""
"Last Order", "Ostatnie zamówienia"
"Totals", "Łączna sprzedaż"
"Sales By Location", "Sprzedaż według lokalizacji"
"Repeat Customer Rate", "Powracający klienci"
"Average Order Value", "Średnia wartość zamówienia"
"compare with", "porównaj z"
"Card", "karta",
"Conversion Funnel", "Ścieżka konwersji"

"---Flancer32_Csp---", ""
"Rules", "Zasady"
"Developers Only", "Tylko dla developerów"
"Activate New Rules", "Aktywuj nowe zasady"
"Report Only", "Tylko raportuj"
"Content Security Policy", "Polityka bezpieczeństwa treści (CSP)"
"CSP Reports", "Raporty CSP"
"CSP Rules", "Zasady CSP"
"Policy", "Polityka"
"Source", "Źródło"

"---MagePal_FormFieldManager---", ""
"Form Field Manager", "Menedżer pól formularzy"
"About Form Field Manager", "O menedżerze pól formularzy"
"Composer Version", "Wersja composera"
"Form Field Manager Setting", "Ustawienia menedżera pól formularzy"
"Customer Attribute", "Niechaciane atrybuty klienta"
"Customer Address Attribute", "Niechciane atrybuty adresu klienta"

"---Ibnab_ChangeAttributeSet---", ""
"Change Atrribute Set", "Zmiana zestawu cech"
"auto create not exist configuarble product attribute in cible attribute set ", "automatycznie utwórz zestaw w nieistniejącym produkcie konfigurowalnym"
"Change attribute set", "Zmień zestaw cech"
"Are you sure to assign selected products to new attribute set?", "Czy na pewno chcesz przypisać wybrane produkty do nowego zestawu cech?"

"---WeltPixel_SocialLogin---", ""
"Login With Social Profile","Profil społecznościowy"
"My Social Accounts", "Moje konta social media"
"Linked Accounts","Połączone konta"
"Unlink","Odłącz"
"No Linked Accounts","Brak połączonych kont"
"Account unlinked successfully.","Odłączenie konta przebiegło pomyślnie"
"Customer with email %1 already exists in the database. Your %2 Profile is linked to this customer.","Klient o adresie e-mail %1 już istnieje w bazie danych. Twój profil %2 jest połączony z tym klientem."
"Customer registration successful. Your password reset link was sent to the email: %1","Rejestracja klienta powiodła się. Twój link do resetowania hasła został wysłany na e-mail: %1"
"No link id provided.","Nie podano identyfikatora łącza."
"An error occurred, please try again.","Wystąpił błąd. Proszę spróbować ponownie."
"Social Login Accounts","Konta logowania w mediach społecznościowych"
"A customer with the same email already exists in an associated website.","Klient o tym samym adresie e-mail już istnieje w powiązanej witrynie internetowej."
"View Customer","Zobacz klienta"
"No Linked Accounts","Brak połączonych kont"
"Checkout out as a new customer","Dokonaj płatności jako nowy klient"
"Creating an account has many benefits:","Założenie konta niesie ze sobą wiele korzyści:"
"See order and shipping status","Zobacz status zamówienia i wysyłki"
"Track order history","Śledź historię zamówień"
"Check out faster","Sprawdź szybciej"
"Create Account","Utwórz konto"
"Checkout out using your account","Dokonaj płatności, korzystając ze swojego konta"
"Email Address","Adres email"
"Password","Hasło"
"Sign In","Zaloguj się"
"Forgot Your Password?","Zapomniałeś hasła?"
"Close","Zamknij"
"Guest checkout is disabled.","Kasa dla niezalogowanych jest wyłączona"

"---MAGENTO 2 core---", ""
"Page Header Wrapper", "Nagłówek strony (wrapper)"
"After Page Header Top", "Po nagłówku strony (między megamenu a breadcrumbs)"
"After Page Header", "Pod breadcrumbs (pod nagłówkiem strony)"
"Before Page Header", "Przed głównym headerem strony"
"Before Page Footer Full Container", "Przed stopką strony (pełny kontener)"
"CMS Footer Links", "Blok nad linkami stopki CMS"
"Page Bottom", "Dół strony (pod całą stopką)"
"Page Top", "Góra strony (nad całym nagłówkiem)"
"Compare Link Wrapper", "Kontener - link porównania (obok logo)"
"Mini-cart promotion block", "Mini-koszyk (domyślny, nie ajaxowy) - blok promocyjny pod elementami"
"Page Header", "Nagłówek strony (główna część)"
"Page Header Container", "Nagłówek strony (kontener - pod linkami menu)"
"Page Header Panel", "Nagłówek strony (ciemny pasek)"
"Page Header Wrap"Inper", "Nagłówek strony (kontener nad główną częścią)"
"Before Page Footer", "Przed stopką strony (nad newsletterem)"
"Page Footer Container", "Stopka strony (pełny kontener)"
"Alert Urls", "Dodatkowe linki (pod przyciskiem koszyka)"
"Product View Extra Hint", "Widok produktu - pod linkami i social share"
"Product social links container", "Widok produktu - linki porównania i listy życzeń (kontener)"
"Product info auxiliary container", "Widok produktu - dodatkowe informacje (kontener ceny)"
"Product auxiliary info", "Widok produktu - dodatkowe informacje"
"First Main Content Column", "Pierwsza główna kolumna zawartości (pełny kontener)"
